threshold,accuracy,precision,recall,f1_score,roc_auc,pr_auc,tn,fp,fn,tp,alerts_generated,alert_rate
0.5,0.94577,0.9736620801946716,0.9621053624153558,0.967849223946785,0.9842409232759003,0.9972697589823838,25903,4416,6430,163251,167667,0.838335
